Chapter_Number,Chapter_Title_KN,Chapter_Title_EN,Page_Range,Kannada_Term,English_Term,Transliteration,Category,Importance_Level,Frequency_in_Chapter,Kannada_Definition,English_Definition,Example_KN,Example_EN,Mnemonic_or_Tip
10,ಸಮಾನುಪಾತತೆಯ ತಾರ್ಕಿಕತೆ-2,Proportional Reasoning - 2,pp. 67-84,ವೃತ್ತ,Circle,Vritta,Geometry,Important,4,ಸ್ಥಿರ ಬಿಂದುವಿನಿಂದ (ಕೇಂದ್ರ) ಸಮಾನ ದೂರದಲ್ಲಿರುವ ಎಲ್ಲಾ ಸಮತಲ ಬಿಂದುಗಳ ಪಥ.,A round plane figure whose boundary consists of points equidistant from a fixed center.,ವೃತ್ತದ ಕೇಂದ್ರದಿಂದ ಪರಿಧಿಗೆ ಇರುವ ದೂರವೇ ತ್ರಿಜ್ಯ (r).,The distance from the center of a circle to its boundary is radius (r).,"Perfect round shape, 360° total angle."
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಘನ,Cube,Ghana,Arithmetic & Powers,Core / Essential,172,ಒಂದು ಸಂಖ್ಯೆಯನ್ನು ಮೂರು ಬಾರಿ ಅದೇ ಸಂಖ್ಯೆಯಿಂದ ಗುಣಿಸಿದಾಗ ಬರುವ ಗುಣಲಬ್ಧ.,"The product of a number multiplied by itself three times (e.g., n × n × n = n³).",4 ರ ಘನ 64 (4³ = 64).,The cube of 4 is 64 (4³ = 64).,Think of a 3D 'Cube' block: Volume = length × width × height.
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಚೌಕ / ಸಮಚತುರ್ಭುಜ,Square (Geometry),Chowka / Samachaturbhuja,Geometry,Core / Essential,38,"ನಾಲ್ಕೂ ಬಾಹುಗಳು ಸಮನಾಗಿದ್ದು, ಎಲ್ಲಾ ಕೋನಗಳು 90° ಆಗಿರುವ ಸಮ ನಿಯಮಿತ ಚತುರ್ಭುಜ.",A regular quadrilateral with four equal sides and four right angles (90°).,ಚೌಕದ ಕರ್ಣಗಳು ಲಂಬವಾಗಿ ಪರಸ್ಪರ ಅರ್ಧಿಸುತ್ತವೆ.,The diagonals of a square bisect each other at right angles (perpendicularly).,All 4 sides equal and all 4 angles 90°.
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಆಯತ,Rectangle,Aayatha,Geometry,Core / Essential,29,ಎಲ್ಲಾ ಕೋನಗಳು 90° (ಲಂಬಕೋನ) ಮತ್ತು ಅಭಿಮುಖ ಬಾಹುಗಳು ಸಮನಾಗಿರುವ ಚತುರ್ಭುಜ.,An equiangular quadrilateral where all four angles are right angles (90°) and opposite sides are equal.,ಆಯತದ ಕರ್ಣಗಳು ಪರಸ್ಪರ ಸಮ ಮತ್ತು ಅರ್ಧಿಸುತ್ತವೆ.,The diagonals of a rectangle are equal and bisect each other.,"Opposite sides equal, 4 right angles."
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಫ್ರ್ಯಾಕ್ಟಲ್,Fractal,Fractal,Advanced Geometry,Core / Essential,25,ಪ್ರತಿಯೊಂದು ಸಣ್ಣ ಭಾಗವೂ ಇಡೀ ಆಕೃತಿಯಂತೆಯೇ ಕಾಣುವ ಸ್ವ-ಸಮರೂಪಿ ಅನಂತ ಜ್ಯಾಮಿತೀಯ ವಿನ್ಯಾಸ.,A complex geometric pattern that exhibits self-similarity across different scales.,ಕೋಚ್ ಹಿಮಹರಳು (Koch Snowflake) ಮತ್ತು ಫರ್ನ್ ಎಲೆಯು ಫ್ರ್ಯಾಕ್ಟಲ್‌ಗೆ ಉದಾಹರಣೆಗಳು.,The Koch snowflake and fern leaves are classic examples of fractals in nature.,"Zoom in infinitely, and the same pattern repeats!"
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಚತುರ್ಭುಜ,Quadrilateral,Chaturbhuja,Geometry,Core / Essential,14,ನಾಲ್ಕು ಸರಳ ರೇಖಾಖಂಡಗಳಿಂದ ಆವೃತವಾದ ಸಮತಲ ಆಕೃತಿ (ನಾಲ್ಕು ಬಾಹುಗಳು ಮತ್ತು ನಾಲ್ಕು ಕೋನಗಳು).,A four-sided polygon having four vertices and four angles.,ಚತುರ್ಭುಜದ ನಾಲ್ಕು ಒಳಕೋನಗಳ ಮೊತ್ತ 360° ಆಗಿದೆ.,The sum of the four interior angles of a quadrilateral is 360°.,"Quad = 4, Lateral = side."
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ವೃತ್ತ,Circle,Vritta,Geometry,Core / Essential,9,ಸ್ಥಿರ ಬಿಂದುವಿನಿಂದ (ಕೇಂದ್ರ) ಸಮಾನ ದೂರದಲ್ಲಿರುವ ಎಲ್ಲಾ ಸಮತಲ ಬಿಂದುಗಳ ಪಥ.,A round plane figure whose boundary consists of points equidistant from a fixed center.,ವೃತ್ತದ ಕೇಂದ್ರದಿಂದ ಪರಿಧಿಗೆ ಇರುವ ದೂರವೇ ತ್ರಿಜ್ಯ (r).,The distance from the center of a circle to its boundary is radius (r).,"Perfect round shape, 360° total angle."
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಸ್ವ-ಸಮರೂಪತೆ,Self-Similarity,Sva-Samaroopate,Advanced Geometry,Core / Essential,0,ಒಂದು ವಸ್ತುವಿನ ಯಾವುದೇ ಸಣ್ಣ ತುಣುಕು ಇಡೀ ವಸ್ತುವಿನಂತೆಯೇ ಒಂದೇ ಆಕಾರವನ್ನು ಹೊಂದಿರುವುದು.,Property where an object is exactly or approximately similar to a part of itself.,ಫ್ರ್ಯಾಕ್ಟಲ್‌ಗಳಲ್ಲಿ ಸ್ವ-ಸಮರೂಪತೆಯು ಮೂಲಭೂತ ಲಕ್ಷಣವಾಗಿದೆ.,Self-similarity is the core property behind fractal geometry.,A small branch looks just like the whole tree!
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಸಂಮಿತಿ / ಸಮಪಾರ್ಶ್ವತೆ,Symmetry,Sammiti / Samapaarshwate,Geometry,Core / Essential,0,ಆಕೃತಿಯನ್ನು ಮಡಿಸಿದಾಗ ಅಥವಾ ತಿರುಗಿಸಿದಾಗ ಎರಡೂ ಭಾಗಗಳು ಒಂದರ ಮೇಲೊಂದು ಸಂಪೂರ್ಣವಾಗಿ ಹೊಂದಿಕೊಳ್ಳುವ ಸಮತೋಲನ.,Balanced proportion and beauty arising from equal parts facing each other across an axis.,ಚಿಟ್ಟೆಯ ರೆಕ್ಕೆಗಳು ರೇಖಾ ಸಂಮಿತಿಯನ್ನು ಹೊಂದಿವೆ.,A butterfly's wings exhibit bilateral reflectional symmetry.,Mirror reflection balance.
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ತ್ರಿಜ್ಯ,Radius,Trijya,Geometry,Core / Essential,0,ವೃತ್ತದ ಕೇಂದ್ರಬಿಂದುವಿನಿಂದ ವೃತ್ತದ ಯಾವುದೇ ಬಿಂದುವಿಗೆ ಇರುವ ಸರಳರೇಖಾ ದೂರ (r = d / 2).,A straight line segment from the center of a circle to its perimeter (r = d / 2).,ವ್ಯಾಸವು 14 cm ಆದರೆ ತ್ರಿಜ್ಯವು 7 cm.,"If the diameter is 14 cm, the radius is 7 cm.",Radius = Half of Diameter.
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ವ್ಯಾಸ,Diameter,Vyaasa,Geometry,Core / Essential,0,ವೃತ್ತದ ಕೇಂದ್ರಬಿಂದುವಿನ ಮೂಲಕ ಹಾದುಹೋಗುವ ಮತ್ತು ಪರಿಧಿಯ ಎರಡು ಬಿಂದುಗಳನ್ನು ಜೋಡಿಸುವ ಅತಿ ಉದ್ದದ ಜ್ಯಾ (d = 2r).,A straight line segment passing through the center of a circle touching both sides (d = 2r).,ವ್ಯಾಸವು ತ್ರಿಜ್ಯದ ಎರಡರಷ್ಟಿರುತ್ತದೆ (d = 2r).,The diameter is twice the length of the radius (d = 2r).,Diameter cuts the circle into two semicircles.
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಆಧಾರ ಸಂಖ್ಯೆ,Base (Base Number),Aadhaara Sankhye,Exponents & Powers,Important,9,ಘಾತಾಂಕದಲ್ಲಿ ಪುನರಾವರ್ತಿತವಾಗಿ ಗುಣಿಸಲ್ಪಡುವ ಮೂಲ ಸಂಖ್ಯೆ.,The number that is being repeatedly multiplied by itself in an exponential expression.,2⁴ ರಲ್ಲಿ 2 ಆಧಾರ ಸಂಖ್ಯೆ ಮತ್ತು 4 ಘಾತಾಂಕವಾಗಿದೆ.,"In 2⁴, 2 is the base and 4 is the exponent.",Base is the foundation on the bottom upon which exponents stand.
11,ಕೆಲವು ಜ್ಯಾಮಿತೀಯ ವಿಷಯಗಳನ್ನು ಅನ್ವೇಷಿಸುವುದು,Exploring Geometric Concepts & Fractals,pp. 85-121,ಸಮಾಂತರ ಚತುರ್ಭುಜ,Parallelogram,Samaantara Chaturbhuja,Geometry,Important,8,ಅಭಿಮುಖ ಬಾಹುಗಳೆರಡೂ ಪರಸ್ಪರ ಸಮಾಂತರವಾಗಿರುವ ಮತ್ತು ಸಮನಾಗಿರುವ ಚತುರ್ಭುಜ.,A quadrilateral with two pairs of parallel opposite sides.,ಸಮಾಂತರ ಚತುರ್ಭುಜದ ಅಭಿಮುಖ ಕೋನಗಳು ಸಮನಾಗಿರುತ್ತವೆ.,Opposite angles of a parallelogram are equal.,Opposite sides run parallel like railway tracks.
12,ಚುಕ್ಕೆಗಳು ಮತ್ತು ರೇಖೆಗಳ ಮೂಲಕ ಕಥೆಗಳು,Stories through Dots and Lines (Coordinates & Statistics),pp. 122-157,ಸರಾಸರಿ,Mean / Average,Saraasari,Statistics,Core / Essential,202,ಎಲ್ಲಾ ದತ್ತಾಂಶಗಳ ಮೊತ್ತವನ್ನು ದತ್ತಾಂಶಗಳ ಒಟ್ಟು ಸಂಖ್ಯೆಯಿಂದ ಭಾಗಿಸಿದಾಗ ಬರುವ ಮೌಲ್ಯ.,The central value calculated by dividing sum of all values by total number of values.,"4, 6, 8 ರ ಸರಾಸರಿ = (4 + 6 + 8) / 3 = 18 / 3 = 6.","Mean of 4, 6, 8 = (4 + 6 + 8) / 3 = 6.",Mean = Sum of items ÷ Total count.
12,ಚುಕ್ಕೆಗಳು ಮತ್ತು ರೇಖೆಗಳ ಮೂಲಕ ಕಥೆಗಳು,Stories through Dots and Lines (Coordinates & Statistics),pp. 122-157,ಮಧ್ಯಾಂಕ,Median,Madhyaanka,Statistics,Core / Essential,49,ದತ್ತಾಂಶಗಳನ್ನು ಏರಿಕೆ ಅಥವಾ ಇಳಿಕೆ ಕ್ರಮದಲ್ಲಿ ಜೋಡಿಸಿದಾಗ ನಿಖರವಾಗಿ ಮಧ್ಯದಲ್ಲಿ ಬರುವ ಮೌಲ್ಯ.,The middle value in an ordered list of numbers.,"3, 7, 9, 12, 15 ರ ಮಧ್ಯಾಂಕ 9 ಆಗಿದೆ.","The median of 3, 7, 9, 12, 15 is 9.",Median is the middle lane on a highway.
12,ಚುಕ್ಕೆಗಳು ಮತ್ತು ರೇಖೆಗಳ ಮೂಲಕ ಕಥೆಗಳು,Stories through Dots and Lines (Coordinates & Statistics),pp. 122-157,ವೃತ್ತ,Circle,Vritta,Geometry,Core / Essential,21,ಸ್ಥಿರ ಬಿಂದುವಿನಿಂದ (ಕೇಂದ್ರ) ಸಮಾನ ದೂರದಲ್ಲಿರುವ ಎಲ್ಲಾ ಸಮತಲ ಬಿಂದುಗಳ ಪಥ.,A round plane figure whose boundary consists of points equidistant from a fixed center.,ವೃತ್ತದ ಕೇಂದ್ರದಿಂದ ಪರಿಧಿಗೆ ಇರುವ ದೂರವೇ ತ್ರಿಜ್ಯ (r).,The distance from the center of a circle to its boundary is radius (r).,"Perfect round shape, 360° total angle."
12,ಚುಕ್ಕೆಗಳು ಮತ್ತು ರೇಖೆಗಳ ಮೂಲಕ ಕಥೆಗಳು,Stories through Dots and Lines (Coordinates & Statistics),pp. 122-157,ನಿರ್ದೇಶಾಂಕಗಳು,"Coordinates (x, y)",Nirdeshaankagalu,Coordinate Geometry,Core / Essential,0,"ಸಮತಲದಲ್ಲಿ ಬಿಂದುವಿನ ನಿಖರವಾದ ಸ್ಥಾನವನ್ನು ಸೂಚಿಸುವ ಸಂಖ್ಯಾ ಜೋಡಿ (x, y).","A set of values that show an exact position on a graph grid (x, y).","(3, 4) ಬಿಂದುವಿನಲ್ಲಿ 3 ಎಂಬುದು x-ನಿರ್ದೇಶಾಂಕ ಮತ್ತು 4 ಎಂಬುದು y-ನಿರ್ದೇಶಾಂಕ.","In (3, 4), 3 is the x-coordinate (abscissa) and 4 is the y-coordinate (ordinate).","(x, y) = Run horizontally along x first, then jump vertically along y!"
12,ಚುಕ್ಕೆಗಳು ಮತ್ತು ರೇಖೆಗಳ ಮೂಲಕ ಕಥೆಗಳು,Stories through Dots and Lines (Coordinates & Statistics),pp. 122-157,ಮೂಲಬಿಂದು,"Origin (0, 0)",Moolabindu,Coordinate Geometry,Core / Essential,0,"X-ಅಕ್ಷ ಮತ್ತು Y-ಅಕ್ಷಗಳು ಪರಸ್ಪರ ಲಂಬವಾಗಿ ಛೇದಿಸುವ ಕೇಂದ್ರ ಬಿಂದು (0, 0).","The starting point of a coordinate system where X and Y axes intersect at (0, 0).","ಮೂಲಬಿಂದುವಿನ ನಿರ್ದೇಶಾಂಕಗಳು (0, 0).","The coordinates of the origin are (0, 0).","Origin is the (0,0) starting anchor on any graph."
12,ಚುಕ್ಕೆಗಳು ಮತ್ತು ರೇಖೆಗಳ ಮೂಲಕ ಕಥೆಗಳು,Stories through Dots and Lines (Coordinates & Statistics),pp. 122-157,ವ್ಯಾಸ,Diameter,Vyaasa,Geometry,Important,7,ವೃತ್ತದ ಕೇಂದ್ರಬಿಂದುವಿನ ಮೂಲಕ ಹಾದುಹೋಗುವ ಮತ್ತು ಪರಿಧಿಯ ಎರಡು ಬಿಂದುಗಳನ್ನು ಜೋಡಿಸುವ ಅತಿ ಉದ್ದದ ಜ್ಯಾ (d = 2r).,A straight line segment passing through the center of a circle touching both sides (d = 2r).,ವ್ಯಾಸವು ತ್ರಿಜ್ಯದ ಎರಡರಷ್ಟಿರುತ್ತದೆ (d = 2r).,The diameter is twice the length of the radius (d = 2r).,Diameter cuts the circle into two semicircles.
12,ಚುಕ್ಕೆಗಳು ಮತ್ತು ರೇಖೆಗಳ ಮೂಲಕ ಕಥೆಗಳು,Stories through Dots and Lines (Coordinates & Statistics),pp. 122-157,ಅಪವರ್ತ್ಯ / ಗುಣಕ,Multiple,Apavartya / Gunaka,Divisibility & Factors,Important,6,ಒಂದು ಸಂಖ್ಯೆಯನ್ನು ಯಾವುದೇ ಪೂರ್ಣಾಂಕದಿಂದ ಗುಣಿಸಿದಾಗ ಬರುವ ಫಲಿತಾಂಶ.,The product of a given number multiplied by any integer.,"5 ರ ಅಪವರ್ತ್ಯಗಳು: 5, 10, 15, 20, 25...","Multiples of 5 are 5, 10, 15, 20, 25...",Multiples are what you get when counting by that number (times tables).
12,ಚುಕ್ಕೆಗಳು ಮತ್ತು ರೇಖೆಗಳ ಮೂಲಕ ಕಥೆಗಳು,Stories through Dots and Lines (Coordinates & Statistics),pp. 122-157,ಬೀಜಗಣಿತ,Algebra,Beejaganitha,Algebra,Important,4,"ಅಜ್ಞಾತ ಮೌಲ್ಯಗಳು, ಸಂಬಂಧಗಳು ಮತ್ತು ಸಮೀಕರಣಗಳನ್ನು ಪ್ರತಿನಿಧಿಸಲು ಅಕ್ಷರಗಳು ಮತ್ತು ಸಂಕೇತಗಳನ್ನು ಬಳಸುವ ಗಣಿತದ ಶಾಖೆ.",The branch of mathematics dealing with symbols and the rules for manipulating those symbols in formulas.,ಬೀಜಗಣಿತದಲ್ಲಿ x ಮತ್ತು y ಗಳನ್ನು ಅಜ್ಞಾತ ಚರಗಳಾಗಿ ಬಳಸುತ್ತೇವೆ.,"In algebra, letters like x and y represent unknown quantities.",Generalized arithmetic using letters for unknowns.
13,ಬೀಜಗಣಿತ ಆಟ,Algebra Play (Linear Equations),pp. 158-172,ಬೀಜಗಣಿತ,Algebra,Beejaganitha,Algebra,Core / Essential,33,"ಅಜ್ಞಾತ ಮೌಲ್ಯಗಳು, ಸಂಬಂಧಗಳು ಮತ್ತು ಸಮೀಕರಣಗಳನ್ನು ಪ್ರತಿನಿಧಿಸಲು ಅಕ್ಷರಗಳು ಮತ್ತು ಸಂಕೇತಗಳನ್ನು ಬಳಸುವ ಗಣಿತದ ಶಾಖೆ.",The branch of mathematics dealing with symbols and the rules for manipulating those symbols in formulas.,ಬೀಜಗಣಿತದಲ್ಲಿ x ಮತ್ತು y ಗಳನ್ನು ಅಜ್ಞಾತ ಚರಗಳಾಗಿ ಬಳಸುತ್ತೇವೆ.,"In algebra, letters like x and y represent unknown quantities.",Generalized arithmetic using letters for unknowns.
13,ಬೀಜಗಣಿತ ಆಟ,Algebra Play (Linear Equations),pp. 158-172,ರೇಖಾತ್ಮಕ ಸಮೀಕರಣ,Linear Equation in One Variable,Rekhaatmaka Sameekarana,Algebra,Core / Essential,2,ಚರಾಕ್ಷರದ ಗರಿಷ್ಠ ಘಾತ 1 ಆಗಿರುವ ಮತ್ತು '=' ಚಿಹ್ನೆಯನ್ನು ಹೊಂದಿರುವ ಗಣಿತ ಸಮಾನತೆಯ ಹೇಳಿಕೆ (ax + b = 0).,An algebraic equation where the highest exponent of the variable is 1 (ax + b = c).,"2x + 5 = 15 ಒಂದು ರೇಖಾತ್ಮಕ ಸಮೀಕರಣ, ಇದರ ಪರಿಹಾರ x = 5.",2x + 5 = 15 is a linear equation with solution x = 5.,Linear = Forms a straight line graph with power 1.
13,ಬೀಜಗಣಿತ ಆಟ,Algebra Play (Linear Equations),pp. 158-172,ಪಕ್ಷಾಂತರ,Transposition,Pakshaantara,Algebra,Core / Essential,0,"ಸಮೀಕರಣದ ಒಂದು ಬದಿಯಲ್ಲಿರುವ ಪದವನ್ನು ಅದರ ಚಿಹ್ನೆಯನ್ನು ಬದಲಾಯಿಸಿ ಇನ್ನೊಂದು ಬದಿಗೆ ವರ್ಗಾಯಿಸುವ ಪ್ರಕ್ರಿಯೆ (+ ಇದ್ದರೆ -, × ಇದ್ದರೆ ÷).",Moving a term from one side of an equation to the other while inverting its operational sign.,x + 7 = 12 ನಲ್ಲಿ 7 ನ್ನು ಪಕ್ಷಾಂತರಿಸಿದಾಗ x = 12 - 7 = 5.,"In x + 7 = 12, transposing 7 gives x = 12 - 7 = 5.","Crossing '=' flips the operation (+ becomes -, × becomes ÷)."
13,ಬೀಜಗಣಿತ ಆಟ,Algebra Play (Linear Equations),pp. 158-172,ಬೀಜೋಕ್ತಿ,Algebraic Expression,Beejokti,Algebra,Important,8,"ಚರಾಕ್ಷರಗಳು, ಸ್ಥಿರಾಂಕಗಳು ಮತ್ತು ಮೂಲ ಗಣಿತ ಕ್ರಿಯೆಗಳನ್ನು (+, -, ×, ÷) ಒಳಗೊಂಡ ಅಭಿವ್ಯಕ್ತಿ.","A mathematical phrase that can contain numbers, variables, and operation symbols.",3x² + 5x - 7 ಒಂದು ಬೀಜೋಕ್ತಿಯಾಗಿದೆ.,3x² + 5x - 7 is an algebraic expression.,Does not contain an '=' equal sign.
13,ಬೀಜಗಣಿತ ಆಟ,Algebra Play (Linear Equations),pp. 158-172,ಅಪವರ್ತ್ಯ / ಗುಣಕ,Multiple,Apavartya / Gunaka,Divisibility & Factors,Important,5,ಒಂದು ಸಂಖ್ಯೆಯನ್ನು ಯಾವುದೇ ಪೂರ್ಣಾಂಕದಿಂದ ಗುಣಿಸಿದಾಗ ಬರುವ ಫಲಿತಾಂಶ.,The product of a given number multiplied by any integer.,"5 ರ ಅಪವರ್ತ್ಯಗಳು: 5, 10, 15, 20, 25...","Multiples of 5 are 5, 10, 15, 20, 25...",Multiples are what you get when counting by that number (times tables).
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ವಿಸ್ತೀರ್ಣ / ಕ್ಷೇತ್ರಫಲ,Area,Visteerna / Kshetraphala,Mensuration,Core / Essential,225,ಸಮತಲ ಆಕೃತಿಯು ಆವರಿಸಿರುವ ಒಟ್ಟು ಜಾಗ ಅಥವಾ ಮೇಲ್ಮೈಯ ಅಳತೆ (ಚದರ ಏಕಮಾನಗಳಲ್ಲಿ).,The measurement of the surface extent enclosed within a 2D boundary (expressed in square units).,ಆಯತದ ವಿಸ್ತೀರ್ಣ = ಉದ್ದ × ಅಗಲ (Area = l × b).,Area of rectangle = length × breadth (l × b).,Area = Number of 1x1 unit square tiles needed to cover a surface.
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ಆಯತ,Rectangle,Aayatha,Geometry,Core / Essential,76,ಎಲ್ಲಾ ಕೋನಗಳು 90° (ಲಂಬಕೋನ) ಮತ್ತು ಅಭಿಮುಖ ಬಾಹುಗಳು ಸಮನಾಗಿರುವ ಚತುರ್ಭುಜ.,An equiangular quadrilateral where all four angles are right angles (90°) and opposite sides are equal.,ಆಯತದ ಕರ್ಣಗಳು ಪರಸ್ಪರ ಸಮ ಮತ್ತು ಅರ್ಧಿಸುತ್ತವೆ.,The diagonals of a rectangle are equal and bisect each other.,"Opposite sides equal, 4 right angles."
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ಚತುರ್ಭುಜ,Quadrilateral,Chaturbhuja,Geometry,Core / Essential,54,ನಾಲ್ಕು ಸರಳ ರೇಖಾಖಂಡಗಳಿಂದ ಆವೃತವಾದ ಸಮತಲ ಆಕೃತಿ (ನಾಲ್ಕು ಬಾಹುಗಳು ಮತ್ತು ನಾಲ್ಕು ಕೋನಗಳು).,A four-sided polygon having four vertices and four angles.,ಚತುರ್ಭುಜದ ನಾಲ್ಕು ಒಳಕೋನಗಳ ಮೊತ್ತ 360° ಆಗಿದೆ.,The sum of the four interior angles of a quadrilateral is 360°.,"Quad = 4, Lateral = side."
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ತ್ರಾಪಿಜ್ಯ,Trapezium / Trapezoid,Traapijya,Geometry,Core / Essential,28,ಕೇವಲ ಒಂದು ಜೋಡಿ ಅಭಿಮುಖ ಬಾಹುಗಳು ಮಾತ್ರ ಸಮಾಂತರವಾಗಿರುವ ಚತುರ್ಭುಜ.,A quadrilateral with at least one pair of parallel opposite sides.,ತ್ರಾಪಿಜ್ಯದ ಸಮಾಂತರ ಬಾಹುಗಳ ನಡುವಿನ ಲಂಬದೂರವನ್ನು ಎತ್ತರ ಎನ್ನುತ್ತೇವೆ.,The perpendicular distance between parallel sides of a trapezium is its height.,Looks like a tabletop or truncated triangle.
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ಸಮಾಂತರ ಚತುರ್ಭುಜ,Parallelogram,Samaantara Chaturbhuja,Geometry,Core / Essential,27,ಅಭಿಮುಖ ಬಾಹುಗಳೆರಡೂ ಪರಸ್ಪರ ಸಮಾಂತರವಾಗಿರುವ ಮತ್ತು ಸಮನಾಗಿರುವ ಚತುರ್ಭುಜ.,A quadrilateral with two pairs of parallel opposite sides.,ಸಮಾಂತರ ಚತುರ್ಭುಜದ ಅಭಿಮುಖ ಕೋನಗಳು ಸಮನಾಗಿರುತ್ತವೆ.,Opposite angles of a parallelogram are equal.,Opposite sides run parallel like railway tracks.
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ಚೌಕ / ಸಮಚತುರ್ಭುಜ,Square (Geometry),Chowka / Samachaturbhuja,Geometry,Core / Essential,20,"ನಾಲ್ಕೂ ಬಾಹುಗಳು ಸಮನಾಗಿದ್ದು, ಎಲ್ಲಾ ಕೋನಗಳು 90° ಆಗಿರುವ ಸಮ ನಿಯಮಿತ ಚತುರ್ಭುಜ.",A regular quadrilateral with four equal sides and four right angles (90°).,ಚೌಕದ ಕರ್ಣಗಳು ಲಂಬವಾಗಿ ಪರಸ್ಪರ ಅರ್ಧಿಸುತ್ತವೆ.,The diagonals of a square bisect each other at right angles (perpendicularly).,All 4 sides equal and all 4 angles 90°.
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ಸುತ್ತಳತೆ / ಪರಿಧಿ,Perimeter / Circumference,Suttalate / Paridhi,Mensuration,Core / Essential,19,ಸಮತಲ ಆಕೃತಿಯ ಎಲ್ಲಾ ಗಡಿ ಬಾಹುಗಳ ಒಟ್ಟು ಉದ್ದದ ಮೊತ್ತ.,The total continuous path or boundary length surrounding a 2D shape.,ಚೌಕದ ಸುತ್ತಳತೆ = 4 × ಬಾಹುವಿನ ಉದ್ದ (Perimeter = 4a).,Perimeter of square = 4 × side length (4a).,Perimeter = Walking all the way around the outer fence.
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ವಜ್ರಾಕೃತಿ / ರೋಂಬಸ್,Rhombus,Vajraakriti / Rhombus,Geometry,Core / Essential,16,"ನಾಲ್ಕೂ ಬಾಹುಗಳು ಸಮನಾಗಿರುವ, ಆದರೆ ಕೋನಗಳು ಲಂಬಕೋನವಾಗಿರಬೇಕಿಲ್ಲದ ಸಮಾಂತರ ಚತುರ್ಭುಜ.",A parallelogram with all four sides of equal length.,ವಜ್ರಾಕೃತಿಯ ಕರ್ಣಗಳು ಪರಸ್ಪರ ಲಂಬವಾಗಿ ಛೇದಿಸುತ್ತವೆ.,The diagonals of a rhombus bisect each other at right angles.,A slanted square (diamond shape) with equal sides.
14,ವಿಸ್ತೀರ್ಣ,Mensuration & Area,pp. 173-208,ಕರ್ಣ,Diagonal,Karna,Geometry,Core / Essential,16,ಬಹುಭುಜಾಕೃತಿಯ ಯಾವುದೇ ಎರಡು ಅನುಕ್ರಮವಲ್ಲದ (ಅಕ್ಕಪಕ್ಕದಲ್ಲದ) ಶೃಂಗಗಳನ್ನು ಜೋಡಿಸುವ ಸರಳರೇಖೆ.,A straight line segment joining two non-consecutive vertices of a polygon.,ಚತುರ್ಭುಜವು 2 ಕರ್ಣಗಳನ್ನು ಹೊಂದಿರುತ್ತದೆ.,A quadrilateral has 2 diagonals.,Cross line connecting opposite corners.
